QualifiedType,QualifiedProperty,MinOccurs,MaxOccurs,Definition
nc:DocumentType,nc:DocumentManagementCyclePeriodText,0,unbounded,
nc:DocumentType,nc:DocumentMediaCategoryText,0,unbounded,
nc:DocumentType,nc:DocumentMediumText,0,unbounded,
nc:DocumentType,nc:DocumentOtherRecipient,0,unbounded,
nc:DocumentType,nc:DocumentPermanentRecordIndicator,0,unbounded,
nc:DocumentType,nc:DocumentPostDate,0,unbounded,
nc:DocumentType,nc:DocumentPrivacyActIndicator,0,unbounded,
nc:DocumentType,nc:DocumentPublicationDate,0,unbounded,
nc:DocumentType,nc:DocumentReceivedDate,0,unbounded,
nc:DocumentType,nc:DocumentRecipient,0,unbounded,
nc:DocumentType,nc:DocumentRelatedResourceText,0,unbounded,
nc:DocumentType,nc:DocumentRightsText,0,unbounded,
nc:DocumentType,nc:DocumentSequenceID,0,unbounded,
nc:DocumentType,nc:DocumentSource,0,unbounded,
nc:DocumentType,nc:DocumentSourceText,0,unbounded,
nc:DocumentType,nc:DocumentStatus,0,unbounded,
nc:DocumentType,nc:DocumentSubject,0,unbounded,A subject code systems used and the appropriate subject code assigned to the document.
nc:DocumentType,nc:DocumentSummaryText,0,unbounded,
nc:DocumentType,nc:DocumentSupplementalMarkingText,0,unbounded,
nc:DocumentType,nc:DocumentTitleText,0,unbounded,
nc:DocumentType,nc:DocumentVitalIndicator,0,unbounded,
nc:DocumentType,nc:DocumentAuthor,0,unbounded,
nc:DocumentType,nc:DocumentContributor,0,unbounded,
nc:DocumentType,nc:DocumentCoverage,0,unbounded,
nc:DocumentType,nc:DocumentFormatCategoryText,0,unbounded,
nc:DocumentType,nc:DocumentLanguage,0,unbounded,
nc:DocumentType,nc:DocumentSubmissionAmount,0,unbounded,
nc:DocumentType,nc:DocumentSubmitter,0,unbounded,
nc:DocumentType,nc:DocumentIssuanceDate,0,unbounded,
nc:DocumentType,nc:DocumentStatusDetails,0,unbounded,
nc:DocumentType,nc:DocumentIssuanceLocation,0,unbounded,
nc:DocumentType,nc:DocumentAugmentationPoint,0,unbounded,
j:DomesticViolenceAssessmentType,j:DomesticViolenceSocialHistoryText,0,unbounded,
j:DomesticViolenceAssessmentType,j:DomesticViolenceChildImpactText,0,unbounded,
j:DomesticViolenceAssessmentType,j:DomesticViolenceSubjectAttitudeText,0,unbounded,
j:DomesticViolenceAssessmentType,j:DomesticViolenceLevelText,0,unbounded,
j:DomesticViolenceAssessmentType,j:DomesticViolenceHistoryText,0,unbounded,
j:DomesticViolenceAssessmentType,j:DomesticViolencePatternIndicationText,0,unbounded,
j:DomesticViolenceAssessmentType,j:DomesticViolenceVictimPerceptionText,0,unbounded,
j:DomesticViolenceAssessmentType,j:DomesticViolenceChildImpact,0,unbounded,
j:DomesticViolenceAssessmentType,j:DomesticViolenceLevel,0,unbounded,
j:DomesticViolenceAssessmentType,j:DomesticViolencePatternIndication,0,unbounded,
j:DomesticViolenceAssessmentType,j:DomesticViolenceSocialHistory,0,unbounded,
j:DomesticViolenceAssessmentType,j:DomesticViolenceSubjectAttitude,0,unbounded,
j:DomesticViolenceAssessmentType,j:DomesticViolenceVictimPerception,0,unbounded,
j:DomesticViolenceAssessmentType,j:DomesticViolenceAssessmentAugmentationPoint,0,unbounded,
cbrn:DoseAnalysisResultsType,cbrn:AverageDoseRateValue,0,1,
cbrn:DoseAnalysisResultsType,cbrn:AverageDoseRateUncertaintyValue,0,1,
cbrn:DoseAnalysisResultsType,cbrn:MaximumDoseRateValue,0,1,
cbrn:DoseAnalysisResultsType,cbrn:MinimumDoseRateValue,0,1,
cbrn:DoseAnalysisResultsType,cbrn:BackgroundDoseRateValue,0,1,
cbrn:DoseAnalysisResultsType,cbrn:BackgroundDoseRateUncertaintyValue,0,1,
cbrn:DoseAnalysisResultsType,cbrn:TotalDoseValue,0,1,
cbrn:DoseAnalysisResultsType,cbrn:SourcePosition,0,1,
cbrn:DoseAnalysisResultsType,cbrn:DoseAnalysisResultsExtension,0,unbounded,
cbrn:DoseAnalysisResultsType,cbrn:DoseAnalysisResultsAugmentationPoint,0,unbounded,
cbrn:DoseRateType,cbrn:DoseRateValue,0,1,
cbrn:DoseRateType,cbrn:DoseRateLevelDescriptionText,0,1,
cbrn:DoseRateType,cbrn:RadRawDoseRate,0,unbounded,
cbrn:DoseRateType,cbrn:RadDetectorInformation,0,1,
cbrn:DoseRateType,cbrn:DoseRateAugmentationPoint,0,unbounded,
cbrn:DoseRateuSvhType,cbrn:unitsText,1,1,
nc:DoubleRangeType,nc:RangeMaximumDoubleValue,0,unbounded,
nc:DoubleRangeType,nc:RangeMinimumDoubleValue,0,unbounded,
nc:DoubleRangeType,nc:DoubleRangeAugmentationPoint,0,unbounded,
j:DriverConvictionType,j:DriverConvictionCitation,0,unbounded,
j:DriverConvictionType,j:DriverConvictionCMV,0,unbounded,
j:DriverConvictionType,j:DriverConvictionHazMat,0,unbounded,
j:DriverConvictionType,j:DriverConvictionOffense,0,unbounded,
j:DriverConvictionType,j:DriverConvictionOffenseDescriptionText,0,unbounded,
j:DriverConvictionType,j:DriverConvictionAugmentationPoint,0,unbounded,
j:DriverHistorySummaryType,j:DriverHistoryAccidentQuantity,0,unbounded,
j:DriverHistorySummaryType,j:DriverHistoryConvictionQuantity,0,unbounded,
j:DriverHistorySummaryType,j:DriverHistoryWithdrawalQuantity,0,unbounded,
j:DriverHistorySummaryType,j:DriverHistorySummaryAugmentationPoint,0,unbounded,
j:DriverLicenseAssociationType,j:DriverLicense,0,unbounded,
j:DriverLicenseAssociationType,nc:Person,0,unbounded,
j:DriverLicenseAssociationType,j:DriverLicenseAssociationAugmentationPoint,0,unbounded,
j:DriverLicenseBaseType,j:DriverLicenseLimitedTermIndicator,0,unbounded,
j:DriverLicenseBaseType,j:DriverLicenseMedicalCertification,0,unbounded,
j:DriverLicenseBaseType,j:DriverLicenseCardDesignRevisionDate,0,unbounded,
j:DriverLicenseBaseType,j:DriverLicenseIdentification,0,unbounded,
j:DriverLicenseBaseType,j:DriverLicenseEndorsement,0,unbounded,
j:DriverLicenseBaseType,j:DriverLicenseExpirationDate,0,unbounded,
j:DriverLicenseBaseType,j:DriverLicenseIssueDate,0,unbounded,
j:DriverLicenseBaseType,j:DriverLicensePerson,0,unbounded,
j:DriverLicenseBaseType,j:DriverLicenseRestriction,0,unbounded,
j:DriverLicenseBaseType,j:DriverLicenseIssuingCountry,0,unbounded,
j:DriverLicenseBaseType,j:DriverLicenseBaseAugmentationPoint,0,unbounded,
j:DriverLicenseDrivingIncidentAssociationType,nc:Person,0,unbounded,
j:DriverLicenseDrivingIncidentAssociationType,j:DriverLicense,0,unbounded,
j:DriverLicenseDrivingIncidentAssociationType,j:DrivingIncident,0,unbounded,
j:DriverLicenseDrivingIncidentAssociationType,j:DriverConviction,0,unbounded,
j:DriverLicenseDrivingIncidentAssociationType,j:DriverLicenseDrivingIncidentAssociationAugmentationPoint,0,unbounded,
j:DriverLicenseEndorsementType,j:DriverLicenseEndorsementText,0,unbounded,
j:DriverLicenseEndorsementType,j:DriverLicenseEndorsementEndDate,0,unbounded,
j:DriverLicenseEndorsementType,j:DriverLicenseHMEThreatText,0,unbounded,
j:DriverLicenseEndorsementType,j:DriverLicenseHMEThreatDate,0,unbounded,
j:DriverLicenseEndorsementType,j:DriverLicenseEndorsement,0,unbounded,
j:DriverLicenseEndorsementType,j:DriverLicenseHMEThreat,0,unbounded,
j:DriverLicenseEndorsementType,j:DriverLicenseEndorsementAugmentationPoint,0,unbounded,
j:DriverLicenseMedicalCertificationType,j:DriverLicenseSkillsPerformanceEvaluationEffectiveDate,0,unbounded,
j:DriverLicenseMedicalCertificationType,j:DriverLicenseWaiverExemptExpirationIndefiniteIndicator,0,unbounded,
j:DriverLicenseMedicalCertificationType,j:DriverLicenseWaiverExemptExpirationDate,0,unbounded,
j:DriverLicenseMedicalCertificationType,j:DriverLicenseWaiverExemptEffectiveDate,0,unbounded,
j:DriverLicenseMedicalCertificationType,j:DriverLicenseMedicalCertificationExpirationDate,0,unbounded,
j:DriverLicenseMedicalCertificationType,j:DriverLicenseMedicalCertificationIssueDate,0,unbounded,
j:DriverLicenseMedicalCertificationType,j:DriverLicenseSkillsPerformanceEvaluationExpirationDate,0,unbounded,
j:DriverLicenseMedicalCertificationType,j:DriverLicenseMedicalCertificationRestriction,0,unbounded,
j:DriverLicenseMedicalCertificationType,j:DriverLicenseMedicalCertificationStatus,0,unbounded,
j:DriverLicenseMedicalCertificationType,j:DriverLicenseMedicalSelfCertification,0,unbounded,
j:DriverLicenseMedicalCertificationType,j:DriverLicenseMedicalCertificationAugmentationPoint,0,unbounded,
j:DriverLicensePermitType,j:DriverLicensePermitClassificationText,0,unbounded,
j:DriverLicensePermitType,j:DriverLicensePermitStatus,0,unbounded,
j:DriverLicensePermitType,j:DriverLicensePermitAugmentationPoint,0,unbounded,
j:DriverLicenseType,j:DriverLicenseCommercialClass,0,unbounded,
j:DriverLicenseType,j:DriverLicenseCommercialStatus,0,unbounded,
j:DriverLicenseType,j:DriverLicenseNonCommercialClassText,0,unbounded,
j:DriverLicenseType,j:DriverLicenseNonCommercialStatus,0,unbounded,
j:DriverLicenseType,j:DriverLicensePermit,0,unbounded,
j:DriverLicenseType,j:DriverLicensePermitQuantity,0,unbounded,
j:DriverLicenseType,j:DriverLicenseWithdrawal,0,unbounded,
j:DriverLicenseType,j:DriverLicenseWithdrawalPendingIndicator,0,unbounded,
j:DriverLicenseType,j:DriverLicenseCardIdentification,0,unbounded,
j:DriverLicenseType,j:DriverLicenseAugmentationPoint,0,unbounded,
j:DriverLicenseWithdrawalType,j:DriverLicense,0,unbounded,
j:DriverLicenseWithdrawalType,j:DriverLicenseWithdrawalAction,0,unbounded,
j:DriverLicenseWithdrawalType,j:DriverLicenseWithdrawalBasis,0,unbounded,
j:DriverLicenseWithdrawalType,j:DriverLicenseWithdrawalValue,0,unbounded,
j:DriverLicenseWithdrawalType,j:DriverLicenseWithdrawalDueProcessStatus,0,unbounded,
j:DriverLicenseWithdrawalType,j:DriverLicenseWithdrawalEffectiveDate,0,unbounded,
j:DriverLicenseWithdrawalType,j:DriverLicenseWithdrawalEligibility,0,unbounded,An indication of when a driver is eligible to apply for reinstatement of those driving privileges withdrawn.
j:DriverLicenseWithdrawalType,j:DriverLicenseWithdrawalEligibilityDate,0,unbounded,
j:DriverLicenseWithdrawalType,j:DriverLicenseWithdrawalExtent,0,unbounded,
j:DriverLicenseWithdrawalType,j:DriverLicenseWithdrawalIssuingAuthority,0,unbounded,
j:DriverLicenseWithdrawalType,j:DriverLicenseWithdrawalLocatorReferenceIdentification,0,unbounded,
j:DriverLicenseWithdrawalType,j:DriverLicenseWithdrawalReasonReference,0,unbounded,A withdrawal reason for future reference by the original State of Conviction.
j:DriverLicenseWithdrawalType,j:DriverLicenseWithdrawalReinstatementDate,0,unbounded,
j:DriverLicenseWithdrawalType,j:DriverLicenseWithdrawalAugmentationPoint,0,unbounded,
j:DrivingIncidentType,j:DrivingAccidentSeverity,0,unbounded,
j:DrivingIncidentType,j:DrivingIncidentCMV,0,unbounded,
j:DrivingIncidentType,j:DrivingIncidentRecordedSpeedRateMeasure,0,unbounded,
j:DrivingIncidentType,j:DrivingIncidentCollisionIndicator,0,unbounded,
j:DrivingIncidentType,j:DrivingIncidentDriverOwnershipIndicator,0,unbounded,
j:DrivingIncidentType,j:DrivingIncidentFemalePassengerQuantityText,0,unbounded,
j:DrivingIncidentType,j:DrivingIncidentHazMat,0,unbounded,
j:DrivingIncidentType,j:DrivingIncidentJurisdiction,0,unbounded,
j:DrivingIncidentType,j:DrivingIncidentLaserDetectionIndicator,0,unbounded,
j:DrivingIncidentType,j:DrivingIncidentLegalSpeedRateMeasure,0,unbounded,
j:DrivingIncidentType,j:DrivingIncidentLocatorReferenceIdentification,0,unbounded,
j:DrivingIncidentType,j:DrivingIncidentMalePassengerQuantityText,0,unbounded,
j:DrivingIncidentType,j:DrivingIncidentMobilePhoneIndicator,0,unbounded,
j:DrivingIncidentType,j:DrivingIncidentPassenger,0,unbounded,
j:DrivingIncidentType,j:DrivingIncidentPassengerDescriptionText,0,unbounded,
j:DrivingIncidentType,j:DrivingIncidentPassengerQuantityText,0,unbounded,
j:DrivingIncidentType,j:DrivingIncidentRadarDetectionIndicator,0,unbounded,
j:DrivingIncidentType,j:DrivingIncidentRoadDescriptionText,0,unbounded,
j:DrivingIncidentType,j:DrivingIncidentRoadCategoryText,0,unbounded,
j:DrivingIncidentType,j:DrivingIncidentTrafficDescriptionText,0,unbounded,
j:DrivingIncidentType,j:DrivingIncidentWeatherDescriptionText,0,unbounded,
j:DrivingIncidentType,j:DrivingIncidentAugmentationPoint,0,unbounded,
j:DrivingRestrictionType,j:DrivingRestrictionValue,0,unbounded,
j:DrivingRestrictionType,j:DrivingRestrictionDescriptionText,0,unbounded,
j:DrivingRestrictionType,j:DrivingRestrictionEndDate,0,unbounded,
j:DrivingRestrictionType,j:DrivingRestrictionAugmentationPoint,0,unbounded,
j:DrugAugmentationType,j:DrugPrescribingOrganizationName,0,unbounded,
j:DrugAugmentationType,j:DrugPrescribingPhysicianFullName,0,unbounded,
nc:DrugType,nc:DrugDaysSupplyQuantity,0,unbounded,
nc:DrugType,nc:DrugStrengthText,0,unbounded,
nc:DrugType,nc:DEAClassSchedule,0,unbounded,A class to which the Drug Enforcement Agency (DEA) has assigned the product under the Controlled Substances Act of 1970
nc:DrugType,nc:DrugCoverageExceptionReasonText,0,unbounded,
nc:DrugType,nc:DrugAugmentationPoint,0,unbounded,
it:DutyTaxFeeType,it:DutyTaxFeeAssessmentBasisQuantity,0,unbounded,
it:DutyTaxFeeType,it:DutyTaxFeeAssessmentBasisAmount,0,unbounded,
it:DutyTaxFeeType,it:DutyTaxFeeAssessmentAmountOwed,0,unbounded,
it:DutyTaxFeeType,it:DutyTaxFeeRate,0,unbounded,
it:DutyTaxFeeType,it:DutyTaxFeeCategoryText,0,unbounded,
it:DutyTaxFeeType,it:DutyTaxFeeRegimeCategoryText,0,unbounded,
it:DutyTaxFeeType,it:DutyTaxFeeReductionAmount,0,unbounded,
it:DutyTaxFeeType,it:DutyTaxFeeReductionQuantity,0,unbounded,
it:DutyTaxFeeType,it:DutyTaxFeeReferenceID,0,unbounded,
it:DutyTaxFeeType,nc:Obligation,0,unbounded,
it:DutyTaxFeeType,it:DutyTaxFeeAugmentationPoint,0,unbounded,
cyfs:EducationType,cyfs:EducationalGoalText,0,unbounded,
cyfs:EducationType,cyfs:EducationalNeedText,0,unbounded,
cyfs:EducationType,cyfs:EducationAugmentationPoint,0,unbounded,
cbrn:EfficiencyCalibrationType,cbrn:EnergyValueList,1,1,
cbrn:EfficiencyCalibrationType,cbrn:EfficiencyValueList,1,1,
cbrn:EfficiencyCalibrationType,cbrn:EfficiencyUncertaintyValueList,0,1,
cbrn:EfficiencyCalibrationType,cbrn:CalibrationDateTime,0,1,
cbrn:EfficiencyCalibrationType,cbrn:EfficiencyCalibrationAugmentationPoint,0,unbounded,
scr:EFTSFeatureType,nc:BinaryCaptureDate,0,unbounded,
scr:EFTSFeatureType,nc:Base64BinaryObject,0,unbounded,
scr:EFTSFeatureType,nc:BinaryFormatText,0,unbounded,
scr:EFTSFeatureType,nc:ImageHeightValue,0,unbounded,
scr:EFTSFeatureType,nc:ImageWidthValue,0,unbounded,
scr:EFTSFeatureType,scr:EFTSFeatureAugmentationPoint,0,unbounded,
nc:ElectronicAddressType,nc:ElectronicAddressMACNumberID,0,unbounded,
nc:ElectronicAddressType,nc:ElectronicAddressDescriptionText,0,unbounded,
nc:ElectronicAddressType,nc:ElectronicAddressAugmentationPoint,0,unbounded,
geo:EllipseType,xls:Ellipse,0,unbounded,
j:EmailMessageAssociationType,j:ReceiverPerson,0,unbounded,
j:EmailMessageAssociationType,j:OriginatorEmailID,0,unbounded,
j:EmailMessageAssociationType,j:ReceiverEmailID,0,unbounded,
j:EmailMessageAssociationType,j:OriginatorPerson,0,unbounded,
j:EmailMessageAssociationType,j:OriginatorOrganization,0,unbounded,
j:EmailMessageAssociationType,j:ReceiverOrganization,0,unbounded,
j:EmailMessageAssociationType,j:EmailMessageAssociationAugmentationPoint,0,unbounded,
em:EmergencyDepartmentStatusType,em:EMSTraffic,0,1,
em:EmergencyDepartmentStatusType,em:EMSCapacity,0,1,
em:EmergencyDepartmentStatusType,em:EMSCensus,0,1,
em:EmergencyDepartmentStatusType,em:EMSOffloadAmbulanceCapability,0,1,
em:EmergencyDepartmentStatusType,em:EMSOffloadAirTransportCapability,0,1,
em:EmergencyDepartmentStatusType,em:EmergencyDepartmentStatusAugmentationPoint,0,unbounded,
em:EMSOffloadCapabilityType,em:EMSOffloadStatusCode,0,unbounded,
em:EMSOffloadCapabilityType,em:EMSOffloadMinutesQuantity,0,unbounded,
em:EMSOffloadCapabilityType,em:EMSOffloadCapabilityAugmentationPoint,0,unbounded,
em:EMSTrafficType,em:EMSTrafficReasonText,0,unbounded,
em:EMSTrafficType,em:EMSTrafficStatusCode,0,unbounded,
em:EMSTrafficType,em:EMSTrafficAugmentationPoint,0,unbounded,
nc:EncounterClassificationType,nc:EncounterCategory,0,unbounded,
nc:EncounterClassificationType,nc:EncounterClassificationAugmentationPoint,0,unbounded,
scr:EncounterDeviceClassificationType,scr:PersonEncounterDeviceCategoryCode,0,unbounded,
scr:EncounterDeviceClassificationType,scr:EncounterDeviceDescriptionText,0,unbounded,
scr:EncounterDeviceClassificationType,scr:EncounterDeviceClassificationAugmentationPoint,0,unbounded,
cbrn:EncounterDeviceOperatorCommentsType,cbrn:DeviceOperatorCommentsText,0,unbounded,
cbrn:EncounterDeviceOperatorCommentsType,cbrn:DeviceOperatorID,0,unbounded,
cbrn:EncounterDeviceOperatorCommentsType,cbrn:EncounterDeviceOperatorCommentsAugmentationPoint,0,unbounded,
scr:EncounterDeviceType,scr:EncounterDeviceClassification,0,unbounded,
scr:EncounterDeviceType,cbrn:EncounterDeviceID,0,unbounded,
scr:EncounterDeviceType,scr:EncounterDeviceAugmentationPoint,0,unbounded,
scr:EncounterMethodType,scr:EncounterMethodDescriptionText,0,unbounded,
scr:EncounterMethodType,scr:EncounterMethodCategory,0,unbounded,
scr:EncounterMethodType,scr:EncounterMethodAugmentationPoint,0,unbounded,
cbrn:EncounterRelationshipType,cbrn:RelationshipBeginDateTime,0,unbounded,
cbrn:EncounterRelationshipType,cbrn:RelationshipEndDateTime,0,unbounded,
cbrn:EncounterRelationshipType,cbrn:EncounterRelationshipAugmentationPoint,0,unbounded,
cbrn:EnergiesKeVType,cbrn:unitsText,1,1,
cbrn:EnergyCalibrationType,cbrn:CoefficientOrBoundaryValuesChoice,0,unbounded,
cbrn:EnergyCalibrationType,cbrn:EnergyValueList,0,1,
cbrn:EnergyCalibrationType,cbrn:EnergyDeviationValueList,0,1,
cbrn:EnergyCalibrationType,cbrn:CalibrationDateTime,0,1,
cbrn:EnergyCalibrationType,cbrn:EnergyCalibrationAugmentationPoint,0,unbounded,
cbrn:EnergyDeviationsKeVType,cbrn:unitsText,1,1,
cbrn:EnergyWindowsType,cbrn:WindowStartEnergyValueList,1,1,
cbrn:EnergyWindowsType,cbrn:WindowEndEnergyValueList,1,1,
cbrn:EnergyWindowsType,cbrn:EnergyWindowsAugmentationPoint,0,unbounded,
scr:EnforcementDocumentType,scr:EnforcementEncounter,0,unbounded,
scr:EnforcementDocumentType,scr:EnforcementDocumentAugmentationPoint,0,unbounded,
scr:EnforcementEncounterChargeAssociationType,scr:ChargeDate,0,unbounded,
scr:EnforcementEncounterChargeAssociationType,scr:EnforcementEncounter,0,unbounded,
scr:EnforcementEncounterChargeAssociationType,j:Charge,0,unbounded,
scr:EnforcementEncounterChargeAssociationType,scr:EnforcementEncounterChargeAssociationAugmentationPoint,0,unbounded,
scr:EnforcementEncounterType,scr:EntryLocationName,0,unbounded,
scr:EnforcementEncounterType,scr:MilesFromPortOfEntryQuantity,0,unbounded,
scr:EnforcementEncounterType,scr:SmuggledClaimVerifiedIndicator,0,unbounded,
scr:EnforcementEncounterType,scr:SmuggledMethodCategoryText,0,unbounded,
scr:EnforcementEncounterType,scr:TreatAsAdultIndicator,0,unbounded,
scr:EnforcementEncounterType,scr:TimeInUS,0,unbounded,
scr:EnforcementEncounterType,scr:EntryStatusFoundDetails,0,unbounded,
scr:EnforcementEncounterType,j:Arrest,0,unbounded,
scr:EnforcementEncounterType,im:EnforcedDeparture,0,unbounded,
scr:EnforcementEncounterType,im:EnforcementEncounterCategoryText,0,unbounded,
scr:EnforcementEncounterType,im:AlienDetentionEncounter,0,unbounded,
scr:EnforcementEncounterType,scr:Enforcement,0,unbounded,
scr:EnforcementEncounterType,scr:EntryStatusCategory,0,unbounded,
scr:EnforcementEncounterType,scr:EnforcementEncounterAugmentationPoint,0,unbounded,
j:EnforcementOfficialType,nc:RoleOfPerson,0,unbounded,
j:EnforcementOfficialType,j:EnforcementOfficialActivityCategory,0,unbounded,
j:EnforcementOfficialType,j:EnforcementOfficialAssignmentCategory,0,unbounded,
j:EnforcementOfficialType,j:EnforcementOfficialBadgeIdentification,0,unbounded,
j:EnforcementOfficialType,j:EnforcementOfficialPOSTLicenseIdentification,0,unbounded,
j:EnforcementOfficialType,j:EnforcementOfficialCategoryText,0,unbounded,
j:EnforcementOfficialType,j:EnforcementOfficialUnavailableSchedule,0,unbounded,
j:EnforcementOfficialType,j:EnforcementOfficialUnit,0,unbounded,
j:EnforcementOfficialType,j:LEOKACircumstanceCategory,0,unbounded,
j:EnforcementOfficialType,j:EnforcementOfficialAugmentationPoint,0,unbounded,
scr:EnforcementType,scr:EnforcementCategoryDescriptionText,0,unbounded,
scr:EnforcementType,scr:EnforcementCategory,0,unbounded,
scr:EnforcementType,scr:EnforcementAugmentationPoint,0,unbounded,
j:EnforcementUnitType,j:EnforcementUnitBeatIdentification,0,unbounded,
j:EnforcementUnitType,j:EnforcementUnitIdentification,0,unbounded,
j:EnforcementUnitType,j:EnforcementUnitName,0,unbounded,
j:EnforcementUnitType,j:EnforcementUnitNumberIdentification,0,unbounded,
j:EnforcementUnitType,j:EnforcementUnitSectionIdentification,0,unbounded,
j:EnforcementUnitType,j:EnforcementUnitAugmentationPoint,0,unbounded,
j:EngineType,j:EngineCylinderQuantity,0,unbounded,
j:EngineType,j:EngineID,0,unbounded,
j:EngineType,nc:ConveyanceFuelCategory,0,unbounded,
j:EngineType,j:EngineDisplacementMeasure,0,unbounded,
j:EngineType,j:EngineHorsepowerQuantity,0,unbounded,
j:EngineType,j:EngineAugmentationPoint,0,unbounded,
scr:EnrollmentClassificationType,scr:EnrollmentCategoryDescriptionText,0,unbounded,
scr:EnrollmentClassificationType,scr:EnrollmentCategory,0,unbounded,
scr:EnrollmentClassificationType,scr:EnrollmentClassificationAugmentationPoint,0,unbounded,
scr:EnrollmentStatusClassificationType,scr:EnrollmentCategoryDescriptionText,0,unbounded,
scr:EnrollmentStatusClassificationType,scr:EnrollmentCategory,0,unbounded,
scr:EnrollmentStatusClassificationType,scr:EnrollmentStatusClassificationAugmentationPoint,0,unbounded,
scr:EnrollmentType,scr:EnrollmentStatusClassification,0,unbounded,
scr:EnrollmentType,scr:EnrollmentClassification,0,unbounded,
scr:EnrollmentType,scr:EnrollmentAugmentationPoint,0,unbounded,
j:EntityEmailAssociationType,nc:Person,0,unbounded,
j:EntityEmailAssociationType,nc:Organization,0,unbounded,
j:EntityEmailAssociationType,nc:MessageID,0,unbounded,
j:EntityEmailAssociationType,j:EntityEmailAssociationAugmentationPoint,0,unbounded,
cyfs:EntityFindingAssociationType,nc:Entity,0,unbounded,
cyfs:EntityFindingAssociationType,cyfs:Finding,0,unbounded,
cyfs:EntityFindingAssociationType,cyfs:EntityFindingAssociationAugmentationPoint,0,unbounded,
j:EntityInstantMessengerAssociationType,j:InstantMessengerID,0,unbounded,
j:EntityInstantMessengerAssociationType,nc:Organization,0,unbounded,
j:EntityInstantMessengerAssociationType,nc:Person,0,unbounded,
j:EntityInstantMessengerAssociationType,j:EntityInstantMessengerAssociationAugmentationPoint,0,unbounded,
j:EntityNetworkAddressAssociationType,j:NetworkAddressID,0,unbounded,
j:EntityNetworkAddressAssociationType,nc:Organization,0,unbounded,
j:EntityNetworkAddressAssociationType,nc:Person,0,unbounded,
j:EntityNetworkAddressAssociationType,j:EntityNetworkAddressAssociationAugmentationPoint,0,unbounded,
j:EntityTelephoneNumberAssociationType,nc:Organization,0,unbounded,
j:EntityTelephoneNumberAssociationType,nc:TelephoneNumber,0,unbounded,
j:EntityTelephoneNumberAssociationType,nc:Person,0,unbounded,
j:EntityTelephoneNumberAssociationType,j:TelephoneNumberNightIndicator,0,unbounded,
j:EntityTelephoneNumberAssociationType,j:TelephoneNumberEveningIndicator,0,unbounded,
j:EntityTelephoneNumberAssociationType,j:TelephoneNumberDayIndicator,0,unbounded,
j:EntityTelephoneNumberAssociationType,j:TelephoneNumberEmergencyIndicator,0,unbounded,
j:EntityTelephoneNumberAssociationType,j:TelephoneNumberWorkIndicator,0,unbounded,
j:EntityTelephoneNumberAssociationType,j:TelephoneNumberPrimaryIndicator,0,unbounded,
j:EntityTelephoneNumberAssociationType,j:TelephoneNumberHomeIndicator,0,unbounded,
j:EntityTelephoneNumberAssociationType,j:EntityTelephoneNumberAssociationAugmentationPoint,0,unbounded,
nc:EntityType,nc:EntityRepresentation,0,unbounded,
nc:EntityType,nc:EntityAugmentationPoint,0,unbounded,
geo:EnvelopeType,gml:Envelope,0,unbounded,
cbrn:EquationType,cbrn:EquationCoefficientValueList,0,unbounded,
cbrn:EquationType,cbrn:EquationCovarianceMatrixValueList,0,unbounded,
cbrn:EquationType,cbrn:EquationKindCode,0,unbounded,
cbrn:EquationType,cbrn:EquationDescriptionText,0,unbounded,
cbrn:EquationType,cbrn:LowerLimitValue,0,unbounded,
cbrn:EquationType,cbrn:UpperLimitValue,0,unbounded,
cbrn:EquationType,cbrn:EquationAugmentationPoint,0,unbounded,
it:EquipmentType,nc:RoleOfItem,0,unbounded,
it:EquipmentType,it:EquipmentSealIdentification,0,unbounded,
it:EquipmentType,it:EquipmentIdentification,0,unbounded,
it:EquipmentType,it:EquipmentID,0,unbounded,
it:EquipmentType,it:EquipmentCharacteristicText,0,unbounded,
it:EquipmentType,it:EquipmentLoadedStatusText,0,unbounded,
it:EquipmentType,it:EquipmentLegalStatusIndicator,0,unbounded,
it:EquipmentType,it:EquipmentAugmentationPoint,0,unbounded,
j:EvaluationType,j:EvaluationDescriptionText,0,unbounded,
j:EvaluationType,j:EvaluationDiagnosisDescriptionText,0,unbounded,
j:EvaluationType,j:EvaluationDisorderDescriptionText,0,unbounded,
j:EvaluationType,j:CurrentEvaluationIndicator,0,unbounded,
j:EvaluationType,j:EvaluationProvider,0,unbounded,
j:EvaluationType,j:EvaluationRelatedDisorderDescriptionText,0,unbounded,
j:EvaluationType,j:MedicalDisorderIndicator,0,unbounded,
j:EvaluationType,j:EvaluationAugmentationPoint,0,unbounded,
j:EvidenceType,nc:RoleOfItem,0,unbounded,
j:EvidenceType,j:EvidenceItemText,0,unbounded,
j:EvidenceType,j:EvidenceItemContactInformation,0,unbounded,
j:EvidenceType,j:RoleOfBinary,0,unbounded,
j:EvidenceType,j:EvidenceDocumentationBinary,0,unbounded,
j:EvidenceType,j:EvidenceAmount,0,unbounded,
j:EvidenceType,j:RoleOfBiometric,0,unbounded,
j:EvidenceType,j:IBISNumberText,0,unbounded,
j:EvidenceType,j:EvidenceCollector,0,unbounded,
j:EvidenceType,j:EvidenceCustodyTransfer,0,unbounded,
j:EvidenceType,j:EvidenceKit,0,unbounded,
j:EvidenceType,j:EvidenceNumberIdentification,0,unbounded,
